Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",id
2022,27.0,Kadın,15.02.2001 00:00,Batman,Tekirdağ,Tekirdağ Namık Kemal Üniversitesi,Devlet,,Hayır,Sosyoloji,4,2.50 - 2.99,,Hikmet Nazif Kurşunoğlu Mesleki Teknik Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Evet,KYK bursu,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Çevreyi korumaya ve hayvanları korumaya dair okul içinde yapılan gönüllü etkinliklere katılım sağlıyorum.,,Hayır,-,Evet,,,62072
2022,27.0,Erkek,8.04.1999 00:00,Ağrı,Ağrı,Karamanoğlu Mehmetbey Üniversitesi,Devlet,,Hayır,Fizyoterapi ve Rehabilitasyon,2,2.50 - 2.99,,NACÜ GÖKÇE ANADOLU LİSESİ,,Ağrı,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Hayır,-,3.0,Hayır,,Evet,Bireysel,Evet,Afad arama kurtarma ve afad aile bilinci eğitimim ve sertifikalarım var ayrıca sağlık hizmetleri öğrenci olduğumuz için Kızılay ve Yeşilay faliyetlerinde gönülü olmaya çalışıyorum,,Hayır,-,Evet,,,62073
2022,27.0,Kadın,29.01.2000 00:00,Ordu,Giresun,Giresun Üniversitesi,Devlet,,Hayır,Bankacılık ve Finans,4,2.50 - 2.99,,Cumhuriyet Anadolu Lisesi,,Ordu,Devlet,Eşit Ağırlık,,50 - 74,Evet,KYK BURSU,500₺ - 999₺,Lise,Hayır,-,Ortaokul,Hayır,-,2.0,Hayır,,Evet,Bireysel,Evet,Gençlik merkezinde gönüllü olarak rol alıyorum.,,Hayır,-,Evet,,,62074
2022,27.0,Erkek,26.04.2002 00:00,Gaziantep,Gaziantep,Gümüşhane Üniversitesi,Devlet,,Hayır,Havacılık Yönetimi,3,3.00 - 3.49,,Ömer özmimar Anadolu İmam Hatip lisesi,,Gaziantep,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Ortaokul,Evet,Diğer,4.0,Evet,,Hayır,-,Evet,AFAD gönüllüsüyüm,,Hayır,-,Evet,,,62075
2022,27.0,Erkek,1.01.2001 00:00,Diğer,Aksaray,Recep Tayyip Erdoğan Üniversitesi,Devlet,,Hayır,Diğer,3,1.80 - 2.49,,Aksaray mesleki ve teknik Anadolu lisesi,,Aksaray,Devlet,Sayısal,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,2.0,Hayır,,Evet,Takım Oyuncusu,Hayır,-,,Hayır,-,Evet,,,62076
2022,27.0,Kadın,29.01.2000 00:00,Afyonkarahisar,Afyonkarahisar,Süleyman Demirel Üniversitesi,Devlet,,Hayır,Sosyoloji,4,3.00 - 3.49,,Sandıklı zübeyde hanım mesleki ve teknik anadolu lisesi,,Afyonkarahisar,Devlet,Eşit Ağırlık,,75 - 100,Evet,Kyk,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,1.0,Evet,,Hayır,-,Hayır,-,,Hayır,-,Hayır,,,62077
2022,27.0,Kadın,24.01.2003 00:00,Tokat,Tokat,Tokat Gaziosmanpaşa Üniversitesi,Devlet,,Hayır,Sosyal Bilgiler Öğretmenliği,2,3.50 - 4.00,,15 Temmuz Şehit Ferhat Koç Kız Anadolu İmam Hatip Lisesi,,Tokat,Devlet,Sözel,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Evet,Diğer,2.0,Hayır,,Hayır,-,Evet,İHH,,Hayır,-,Evet,,,62078
2022,27.0,Erkek,14.07.2000 00:00,Balıkesir,Balıkesir,Çanakkale Onsekiz Mart Üniversitesi,Devlet,,Hayır,İktisat,5,3.00 - 3.49,,Gönen Anadolu İmam Hatip Lisesi,,Balıkesir,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,Ortaokul,Evet,Diğer,Lise,Hayır,-,1.0,Evet,,Evet,Takım Oyuncusu,Hayır,-,,Hayır,-,Evet,,,62079
2022,27.0,Erkek,11.05.2001 00:00,Manisa,İzmir,İzmir Kâtip Çelebi Üniversitesi,Devlet,,Hayır,Diş Hekimliği,4,3.00 - 3.49,,Özel turgutlu final temel lisesi,,Manisa,Özel,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Özel Sektör,Üniversite,Evet,Özel Sektör,1.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,62080
2022,27.0,Kadın,22.10.2002 00:00,Samsun,Samsun,Düzce Üniversitesi,Devlet,,Hayır,Tıp,2,3.00 - 3.49,,ÇARŞAMBA FEN LİSESİ,,Samsun,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,İlkokul,Evet,Özel Sektör,0.0,Hayır,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62081
2022,27.0,Erkek,21.02.2002 00:00,Bursa,Erzurum,Atatürk Üniversitesi,Devlet,,Hayır,Coğrafya,3,3.00 - 3.49,,Mehmet Halit Baki Anadolu Lisesi,,Bursa,Devlet,Sözel,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Ortaokul,Hayır,-,2.0,Evet,,Evet,Bireysel,Hayır,Tema vakfı,,Hayır,-,Evet,,,62082
2022,27.0,Kadın,20.05.2001 00:00,Aksaray,Aksaray,Kırıkkale Üniversitesi,Devlet,,Hayır,Sınıf Öğretmenliği,2,3.00 - 3.49,,Aksaray Selçuklu Temel Lisesi,,Aksaray,Özel,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Diğer,2.0,Evet,,Hayır,-,Hayır,-,,Hayır,-,Hayır,,,62083
2022,27.0,Erkek,7.03.2001 00:00,Van,İzmir,Dokuz Eylül Üniversitesi,Devlet,,Hayır,Hemşirelik,3,3.00 - 3.49,,Mesut Özata Anadolu lisesi,,İzmir,Devlet,Sayısal,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Depremde adada yardım,,Hayır,-,Evet,,,62084
2022,27.0,Kadın,10.07.2000 00:00,Gaziantep,Gaziantep,Harran Üniversitesi,Devlet,,Hayır,İlköğretim Matematik Öğretmenliği,4,3.00 - 3.49,,NİZİP FEN LİSESİ,,Gaziantep,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Ortaokul,Evet,Özel Sektör,4.0,Hayır,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62085
2022,27.0,Kadın,6.08.2001 00:00,Antalya,Isparta,Süleyman Demirel Üniversitesi,Devlet,,Hayır,Hemşirelik,4,2.50 - 2.99,,Muhittin mustaba böcek anadolu lisesi,,Antalya,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Üniversite,Evet,Özel Sektör,1.0,Hayır,,Evet,Bireysel,Evet,Kızılay kurumunun yaptığı faaliyetler,,Hayır,-,Evet,,,62086
2022,27.0,Kadın,16.04.2001 00:00,Şırnak,Şırnak,Batman Üniversitesi,Devlet,,Hayır,Bilgisayar Mühendisliği,3,3.00 - 3.49,,Cizre Selahattin Eyyubi Mesleki ve Teknik Anadolu Lisesi,,Şırnak,Devlet,Sayısal,,75 - 100,Evet,kyk bursu,500₺ - 999₺,Eğitimi yok,Hayır,-,Ortaokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,T3 Vakfında gönüllüyüm,,Hayır,-,Hayır,,,62087
2022,27.0,Erkek,5.05.2002 00:00,Siirt,Siirt,Mersin Üniversitesi,Devlet,,Hayır,Kamu Yönetimi,1,3.00 - 3.49,,siirt pervari imkb anadolu lisesi,,Siirt,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,ombudsman programlarında insan haklarını savunma,,Hayır,-,Evet,,,62088
2022,27.0,Kadın,12.06.1999 00:00,Hatay,Ankara,Kırıkkale Üniversitesi,Devlet,,Hayır,Farsça Mütercim ve Tercümanlık,4,3.00 - 3.49,,Şehit Ertan Akgül Anadolu Lisesi,,Ankara,Devlet,Dil,,50 - 74,Hayır,-,-,Lise,Hayır,-,Üniversite,Evet,Kamu,1.0,Hayır,,Hayır,-,Evet,Tarih Ekonomi Siyaset Ve Araştırmaları Derneği'de Gönüllü Farsça Çevirmenlik yapıyorum.,,Hayır,-,Hayır,,,62089
2022,27.0,Kadın,18.11.2001 00:00,Batman,Konya,Necmettin Erbakan Üniversitesi,Devlet,,Hayır,Tıp,2,3.00 - 3.49,,Türk Telekom Anadolu Lisesi,,Batman,Devlet,Sayısal,,75 - 100,Evet,KYK bursu alıyorum,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,2.0,Evet,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62090
2022,27.0,Kadın,17.05.2002 00:00,Tekirdağ,Çanakkale,Çanakkale Onsekiz Mart Üniversitesi,Devlet,,Hayır,Ebelik,3,2.50 - 2.99,,Çözüm Lisesi,,Tekirdağ,Özel,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Ortaokul,Evet,Özel Sektör,2.0,Hayır,,Evet,Bireysel,Evet,Gençlik Merkezinde bir çok faaliyette aktifim.,,Hayır,-,Evet,,,62091
2022,27.0,Erkek,8.11.2001 00:00,Kahramanmaraş,İstanbul,Sakarya Üniversitesi,Devlet,,Hayır,Türk Dili ve Edebiyatı,2,3.00 - 3.49,,istanbul bahçelievler şehit osman yıldız ticaret meslek lisesi,,İstanbul,Devlet,Sözel,,50 - 74,Hayır,-,-,İlkokul,Evet,Diğer,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Hayvanlarla ilgili tüm faliyetlerde bulunmak için elimden gelen herşeyi yapmaya hazırım.,,Hayır,-,Hayır,,,62092
2022,27.0,Kadın,2.10.2000 00:00,Düzce,Düzce,Düzce Üniversitesi,Devlet,,Hayır,Elektrik-Elektronik Mühendisliği,4,2.50 - 2.99,,Düzce Farabi Anadolu lisesi,,Düzce,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Üniversite,Evet,Diğer,1.0,Hayır,,Hayır,-,Evet,"Toplum gönüllüleri topluluğunda;fikir üretme, kapak toplama, kampanyalar vs. yer aldım. TEMA resmî gönüllüsüyüm. GETEM boğaziçi üniversitesi işbirliğiyle işitme engelliler için 2kitap seslendirdim.Vakit bulunca tekrar devam ediceğim.",,Hayır,-,Evet,,,62093
2022,27.0,Kadın,7.10.2003 00:00,İstanbul,Yalova,Türk-Alman Üniversitesi,Devlet,,Hayır,Moleküler Biyoteknoloji,1,Hazırlığım,,Şehit Osman Altınkuyu Anadolu Lisesi,,Yalova,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,Lise,Hayır,-,Lise,Evet,Diğer,4.0,Evet,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62094
2022,27.0,Erkek,28.05.1998 00:00,Bitlis,Bitlis,Hakkari Üniversitesi,Devlet,,Hayır,İlahiyat,2,3.00 - 3.49,,Bitlis Said Nursi Anadolu İmam Hatip lisesi,,Bitlis,Devlet,Sözel,,75 - 100,Evet,KYK,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Evet,Takım Oyuncusu,Hayır,-,,Hayır,-,Hayır,,,62095
2022,27.0,Kadın,8.05.2001 00:00,Ağrı,Ağrı,Dicle Üniversitesi,Devlet,,Hayır,Biyoloji,3,2.50 - 2.99,,Patnos Süphan Dağı Anadolu Lisesi,,Ağrı,Devlet,Sayısal,,75 - 100,Evet,Gençlik ve Spor Bakanlığı,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Hayır,,,62096
2022,27.0,Erkek,4.11.1999 00:00,Kars,Erzurum,Atatürk Üniversitesi,Devlet,,Hayır,Grafik Tasarım,3,2.50 - 2.99,,osman bakırcı Anadolu imam hatip lisesi,,Kars,Devlet,Sözel,,50 - 74,Hayır,-,-,Lise,Evet,Kamu,İlkokul,Hayır,-,3.0,Hayır,,Hayır,-,Hayır,-,,Evet,Erzurum teknokentte mobil oyun deneyiminde bulundum,Evet,,,62097
2022,27.0,Kadın,1.09.1998 00:00,Manisa,İstanbul,İstanbul Topkapı Üniversitesi,Özel,,Evet,Diğer,2,2.50 - 2.99,,Aöl,,İstanbul,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,Üniversite,Hayır,-,Üniversite,Hayır,-,2.0,Hayır,,Hayır,-,Evet,Hayır ama katılmayı çok isterim,,Hayır,-,Evet,,,62098
2022,27.0,Kadın,16.03.2002 00:00,İstanbul,İstanbul,İstanbul Üniversitesi,Devlet,,Hayır,İlahiyat,2,3.00 - 3.49,,- FATİH KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - FATİH),,İstanbul,Devlet,Sözel,,75 - 100,Evet,kyk,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Evet,Özel Sektör,3.0,Hayır,,Hayır,-,Evet,deniz fenerinin yetimler günü etkinliği vardı. ramazanda gönüllü olarak katıldım. 1 kereliğine,,Hayır,-,Hayır,,,62099
2022,27.0,Kadın,1.05.2002 00:00,Gaziantep,Kocaeli,Kocaeli Üniversitesi,Devlet,,Hayır,Türk Dili ve Edebiyatı,2,2.50 - 2.99,,Cumhuriyet Anadolu Lisesi,,Gaziantep,Devlet,Sözel,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Evet,Kamu,3.0,Evet,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62100
2022,27.0,Erkek,18.01.2000 00:00,Bayburt,Elazığ,Fırat Üniversitesi,Devlet,,Hayır,Veteriner,4,3.00 - 3.49,,rekabet kurumu Bayburt anadolu lisesi,,Bayburt,Devlet,Sayısal,,50 - 74,Evet,kyk,500₺ - 999₺,İlkokul,Hayır,-,Lise,Hayır,-,2.0,Hayır,,Evet,Bireysel,Hayır,-,,Evet,emlak şirketinde çalışmak veteriner kliniğinde çalışmak,Hayır,,,62101
2022,27.0,Erkek,5.06.2002 00:00,İstanbul,İstanbul,Kocaeli Üniversitesi,Devlet,,Hayır,Endüstriyel Tasarım,3,3.00 - 3.49,,Hüseyin Erkan Anadolu lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Evet,Özel Sektör,İlkokul,Evet,Özel Sektör,2.0,Evet,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,62102
2022,27.0,Kadın,30.01.2002 00:00,Van,İstanbul,Haliç Üniversitesi,Özel,,Hayır,Tıp,2,2.50 - 2.99,,Hüseyin yıldız Anadolu lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Yüksek Lisans,Hayır,-,4.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,62103
2022,27.0,Erkek,24.05.2002 00:00,Afyonkarahisar,Bursa,Bursa Uludağ Üniversitesi,Devlet,,Hayır,Siyaset Bilimi ve Kamu Yönetimi,1,Hazırlığım,,Afyon Toki Sosyal Bilimler Lisesi,,Afyonkarahisar,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Üniversite,Evet,Özel Sektör,1.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,62104
2022,27.0,Erkek,1.03.2002 00:00,Mardin,Burdur,Burdur Mehmet Akif Ersoy Üniversitesi,Devlet,,Hayır,İlahiyat,2,2.50 - 2.99,,Mimar Sinan mesleki ve teknik Anadolu lisesi,,Mardin,Devlet,Sözel,,50 - 74,Hayır,-,-,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,3.0,Evet,,Hayır,-,Evet,İHH,,Hayır,-,Hayır,,,62105
2022,27.0,Kadın,17.07.1998 00:00,Batman,Batman,Dicle Üniversitesi,Devlet,,Hayır,İlköğretim Matematik Öğretmenliği,3,3.50 - 4.00,,Batman Anadolu lisesi,,Batman,Devlet,Sayısal,,75 - 100,Evet,Kyk bursu,500₺ - 999₺,Ortaokul,Hayır,-,Lise,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Engelli kurumlarında kitap okuma,,Hayır,-,Hayır,,,62106
2022,27.0,Erkek,12.01.2000 00:00,Gaziantep,İzmir,Ege Üniversitesi,Devlet,,Hayır,Tıp,5,3.00 - 3.49,,Özel Gaziantep Birey Temel Lisesi,,Gaziantep,Özel,Sayısal,,75 - 100,Evet,Kyk Kred,500₺ - 999₺,İlkokul,Hayır,-,Ortaokul,Evet,Özel Sektör,2.0,Hayır,,Hayır,-,Evet,Otizmli çocuklara bisiklet binmeyi öğretiyorum.,,Hayır,-,Evet,,,62107
2022,27.0,Kadın,1.06.2002 00:00,Diyarbakır,Diyarbakır,Sinop Üniversitesi,Devlet,,Hayır,Okul Öncesi Öğretmenliği,3,3.50 - 4.00,,Ziya Gökalp Anadolu Lisesi,,Diyarbakır,Devlet,Sözel,,75 - 100,Evet,Kyk,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Gençlik merkeziyle birlikte Sinop merkezinde bulunan okullarda eğlebce düzenleyip çocuklarla vakit geçirmek.,,Hayır,-,Hayır,,,62108
2022,27.0,Kadın,3.03.1998 00:00,Mersin,Şanlıurfa,Hatay Mustafa Kemal Üniversitesi,Devlet,,Hayır,Tarih,5,3.00 - 3.49,,Süleymaniye kız meslek lisesi,,Şanlıurfa,Devlet,Sözel,,50 - 74,Evet,Kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Hayır,,,62109
2022,27.0,Kadın,1.06.1999 00:00,Hatay,Bingöl,Bingöl Üniversitesi,Devlet,,Hayır,Psikoloji,4,3.00 - 3.49,,Yüksel Acun Anadolu Lisesi,,Hatay,Devlet,Eşit Ağırlık,,75 - 100,Evet,Kyk,500₺ - 999₺,Ortaokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Hayır,-,,Evet,2.el ürünleri uygun fiyata satmak.,Hayır,,,62110
2022,27.0,Erkek,22.08.1999 00:00,İstanbul,Sakarya,Sakarya Üniversitesi,Devlet,,Hayır,Bilgisayar Mühendisliği,4,1.80 - 2.49,,Şişli Mesleki ve Teknik Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Diğer,3.0,Evet,,Hayır,-,Hayır,-,,Evet,2021 de Yeni girişimimiz için çalışıyoruz. 2019 da Qaroco isminde gün içinde taşımacılık konu başlıklı projemiz vardı yasal süreçlerden dolayı ilerleyemedik. 2018 de Kafe ve Restoranlarda kullanılacak Yazılım Sistemi ve elektronik menü ve ödeme sistemi geliştirdik fakat tecrübesiz olduğumuz için hayata sokamadık.,Evet,,,62111
2022,27.0,Kadın,11.08.1998 00:00,Diyarbakır,Sivas,Sivas Cumhuriyet Üniversitesi,Devlet,,Hayır,Okul Öncesi Öğretmenliği,3,3.00 - 3.49,,Anadolu Muazzez Sümer Lisesi,,Diyarbakır,Devlet,Sözel,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,4.0,Hayır,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62112
2022,27.0,Kadın,1.12.1997 00:00,Hatay,Hatay,Giresun Üniversitesi,Devlet,,Hayır,Sağlık Yönetimi,4,2.50 - 2.99,,Anadolu Lisesi,,Hatay,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Ortaokul,Hayır,-,3.0,Hayır,,Hayır,-,Evet,Kızılay Gençlik Merkezleri,,Hayır,-,Evet,,,62113
2022,27.0,Erkek,1.01.2003 00:00,Konya,Burdur,Burdur Mehmet Akif Ersoy Üniversitesi,Devlet,,Hayır,Tapu Kadastro,2,3.00 - 3.49,,Erbil Koru Anadolu Lisesi,,Konya,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Diğer,2.0,Hayır,,Evet,Takım Oyuncusu,Evet,Gençlik Merkezinin Düzenlediği Bütün Aktivitelere Katılmaya Çalışıyorum,,Hayır,-,Hayır,,,62114
2022,27.0,Erkek,8.04.2001 00:00,Elazığ,Ankara,Ankara Üniversitesi,Devlet,,Hayır,Hukuk,4,3.00 - 3.49,,İzmir Final Temel Lisesi,,İzmir,Özel,Eşit Ağırlık,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Üniversite,Evet,Özel Sektör,1.0,Hayır,,Hayır,-,Evet,Ahbap oluşumuna üyeyim,,Hayır,-,Evet,,,62115
2022,27.0,Erkek,13.09.2002 00:00,Diyarbakır,Diyarbakır,Munzur Üniversitesi,Devlet,,Hayır,Hemşirelik,3,3.00 - 3.49,,85.yıl millî egemenlik ve Anadolu lisesi,,Diyarbakır,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,İlkokul,Hayır,-,Ortaokul,Hayır,-,3.0,Evet,,Hayır,-,Evet,Yeşilay kulübü,,Hayır,-,Evet,,,62116
2022,27.0,Kadın,15.01.2001 00:00,Yozgat,Kayseri,Süleyman Demirel Üniversitesi,Devlet,,Hayır,Siyaset Bilimi ve Kamu Yönetimi,3,2.50 - 2.99,,Arif molu mesleki ve teknik Anadolu lisesi,,Kayseri,Devlet,Eşit Ağırlık,,75 - 100,Evet,Kredi ve yurtlar müdürlüğü (kyk),500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,3.0,Hayır,,Hayır,-,Evet,Maddi durumu olmayan çocuklatın katıldığı bir etkinlikte oyun ablalığı yaptım,,Hayır,-,Evet,,,62117
2022,27.0,Erkek,12.05.2000 00:00,Karaman,İstanbul,Marmara Üniversitesi,Devlet,,Hayır,Antrenörlük Eğitimi,3,1.80 - 2.49,,Karaman Anadolu İmamhatip Lisesi,,Karaman,Devlet,Sözel,,50 - 74,Evet,Kredi Yurtlar kurumundan öğrenim bursu almaktayım,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Evet,Özel Sektör,1.0,Evet,,Evet,Bireysel,Hayır,-,,Evet,Karaman ilinde emlak satış danışmanlığı alanında bir deneyim sağladım,Hayır,,,62118
2022,27.0,Erkek,1.09.1999 00:00,Bursa,Diğer,Dokuz Eylül Üniversitesi,Devlet,,Hayır,Maliye,4,3.00 - 3.49,,Nilüfer Anadolu lisesi,,Bursa,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,Ortaokul,Hayır,-,Üniversite,Evet,Kamu,3.0,Evet,,Hayır,-,Evet,İzmir Belediyesinin düzenlediği abla-abi-kardeş projesi.,,Hayır,-,Evet,,,62119
2022,27.0,Kadın,26.08.1999 00:00,İstanbul,İstanbul,İstanbul Üniversitesi,Devlet,,Hayır,İktisat,4,3.00 - 3.49,,Kartal Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Evet,Kyk,500₺ - 999₺,Lise,Evet,Özel Sektör,Lise,Hayır,-,1.0,Hayır,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,62120
2022,27.0,Erkek,5.07.1999 00:00,Erzurum,Bursa,Afyon Kocatepe Üniversitesi,Devlet,,Hayır,Bilgisayar Bilimleri,3,3.50 - 4.00,,Burhaniye Anadolu lisesi,,Balıkesir,Devlet,Sayısal,,50 - 74,Hayır,-,-,Ortaokul,Hayır,-,Ortaokul,Hayır,-,3.0,Hayır,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62121
2022,27.0,Erkek,20.04.2001 00:00,Batman,Batman,Muş Alparslan Üniversitesi,Devlet,,Hayır,İngilizce Öğretmenliği,3,3.00 - 3.49,,Yunus Emre Anadolu lisesi,,Batman,Devlet,Dil,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Üniversite,Hayır,-,4.0,Hayır,,Hayır,Takım Oyuncusu,Evet,"Üniversite okuduğum çevrede insanların yabancı dile olan yetersizliğinden dolayı hayıflanarak, dil öğrenmek isteyen herkese Gönüllü olarak öğretmenlik yaptım",,Hayır,-,Evet,,,62122
2022,27.0,Kadın,9.07.2001 00:00,Ordu,Kocaeli,Kocaeli Üniversitesi,Devlet,,Hayır,Endüstri Mühendisliği,4,3.00 - 3.49,,Ordu Anadolu Lisesi,,Ordu,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Evet,Özel Sektör,Ortaokul,Evet,Diğer,2.0,Hayır,,Hayır,-,Hayır,-,,Hayır,-,Evet,,,62123
2022,27.0,Kadın,17.04.2001 00:00,İzmir,İzmir,İzmir Bakırçay Üniversitesi,Devlet,,Hayır,Uluslararası Ticaret ve İşletmecilik,2,3.50 - 4.00,,İzmi Konak Kenan Evren Anadolu Lisesi,,İzmir,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,İlkokul,Evet,Özel Sektör,Ortaokul,Evet,Özel Sektör,1.0,Evet,,Hayır,-,Hayır,-,,Evet,E-ticarete ilgimden dolayı Amazon üzerinden satış yapmaya hazırlanıyorum. Çinli tedarikçilerle iletişimdeyim ve pazar araştırması adımında emin adımlarla ilerlediğime inanıyorum. Ayrıca günümüzde çok yaygın olan kripto para hisse senedi alıp değerlendirme ve NFT gibi işlere de ilgim var ve bunlarla uğraşıyorum.,Evet,,,62124
2022,27.0,Erkek,29.08.2000 00:00,İstanbul,İstanbul,Çukurova Üniversitesi,Devlet,,Hayır,Bilgisayar Mühendisliği,4,3.00 - 3.49,,Çağrıbey Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Üniversite,Evet,Özel Sektör,1.0,Evet,,Hayır,-,Evet,Çukurova Üniversitesi Kulüplerinde aktif olarak 2 yıldan fazla görev aldım. Bu süreçte ekip yöneticiliği ve genel koordinatör yöneticiliği gibi farklı pozisyonlarda yer aldım. Aktif olarak rol aldığım ekip ile 2 yıl içerisinde 20 den fazla online eğitim düzenlenmesini sağladım.,,Hayır,-,Evet,,,62125
