Basvuru Yili,Degerlendirme Puani,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?
2022,19.0,1,237,1,0,88,3,4,0.0,1,2,1,3,0,0,3,1,3,2.0,0,0,1,0.0,0,1
2022,19.0,1,179,1,0,0,2,4,0.0,1,2,0,1,0,0,3,0,0,3.0,0,1,0,0.0,0,1
2022,19.0,1,111,1,0,91,4,4,0.0,0,0,0,1,0,0,3,1,2,3.0,0,0,1,0.0,0,1
2022,19.0,1,127,1,0,47,5,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,19.0,2,223,1,0,93,3,4,0.0,1,2,1,1,0,0,1,0,0,2.0,0,1,0,0.0,0,1
2022,19.0,2,194,1,0,74,2,2,0.0,1,1,0,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0
2022,19.0,2,6,2,1,3,1,0,0.0,1,2,1,0,0,0,1,1,3,2.0,0,0,0,0.0,0,1
2022,19.0,1,72,1,0,60,4,4,0.0,1,0,1,2,0,0,3,1,1,4.0,0,0,0,0.0,0,1
2022,19.0,1,91,1,0,35,2,4,0.0,0,0,1,2,0,0,4,1,2,4.0,0,0,0,0.0,0,1
2022,19.0,2,178,2,1,129,3,5,0.0,1,1,1,2,0,0,5,1,2,1.0,0,0,0,0.0,0,1
2022,19.0,1,144,1,0,68,1,4,0.0,1,2,0,1,0,0,3,0,0,4.0,0,1,0,0.0,0,1
2022,19.0,1,95,1,0,29,4,4,0.0,1,0,0,1,1,3,1,1,3,0.0,0,0,0,0.0,0,1
2022,19.0,1,136,1,0,30,4,4,0.0,1,2,1,1,0,0,2,0,0,3.0,0,0,1,0.0,0,1
2022,19.0,2,70,1,0,153,3,3,0.0,1,2,1,2,1,2,3,0,0,1.0,0,0,1,0.0,0,1
2022,19.0,2,98,1,0,10,4,2,0.0,1,2,0,1,0,0,4,1,2,1.0,0,0,1,0.0,0,1
2022,19.0,1,187,1,0,0,2,4,0.0,1,3,0,1,0,0,1,1,1,3.0,0,0,1,0.0,0,1
2022,19.0,1,130,1,0,138,2,2,0.0,1,1,0,1,0,0,3,0,0,3.0,0,0,1,0.0,0,0
2022,19.0,1,144,1,0,33,4,4,0.0,1,1,0,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,19.0,1,117,1,0,57,2,4,0.0,1,2,0,2,0,0,4,1,2,3.0,0,0,1,0.0,0,0
2022,19.0,1,175,2,1,145,2,4,0.0,1,2,1,2,0,0,3,0,0,3.0,1,0,0,0.0,0,1
2022,19.0,2,98,1,0,16,1,0,0.0,1,2,1,3,1,2,3,0,0,0.0,0,0,0,0.0,0,1
2022,19.0,1,156,1,0,91,2,4,0.0,0,2,0,1,0,0,2,1,1,3.0,0,0,1,0.0,0,0
2022,19.0,1,156,1,0,123,2,4,0.0,1,2,0,1,0,0,1,0,0,4.0,0,1,0,0.0,0,0
2022,19.0,1,99,1,0,47,3,3,0.0,1,0,1,1,0,0,1,0,0,3.0,0,0,1,0.0,0,0
2022,19.0,1,168,1,0,164,2,3,0.0,1,2,0,0,0,0,2,1,1,2.0,0,0,0,0.0,0,0
2022,19.0,1,146,1,0,12,2,4,0.0,1,0,1,3,0,0,4,0,0,1.0,0,0,1,0.0,0,1
2022,19.0,2,117,1,0,0,2,2,0.0,1,2,0,2,0,0,3,1,3,1.0,0,0,0,0.0,1,1
2022,19.0,1,108,1,0,57,4,4,0.0,1,2,0,0,0,0,3,1,3,4.0,0,1,0,0.0,0,1
2022,19.0,1,85,1,0,8,4,3,0.0,1,0,1,1,0,0,3,0,0,4.0,0,0,0,0.0,0,0
2022,19.0,1,96,1,0,41,2,3,0.0,1,0,0,1,0,0,3,1,3,2.0,0,0,1,0.0,0,0
2022,19.0,1,64,1,0,133,2,2,0.0,1,2,0,4,0,0,3,0,0,1.0,1,0,0,0.0,1,1
2022,19.0,2,99,1,0,0,2,2,0.0,1,0,0,1,1,3,3,0,3,1.0,0,1,0,0.0,0,1
2022,19.0,1,234,1,0,15,2,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,19.0,1,99,1,0,26,2,2,0.0,1,0,0,3,0,0,2,1,3,1.0,1,0,0,0.0,1,1
2022,19.0,2,109,2,1,6,4,2,0.0,0,3,0,2,0,0,3,1,3,0.0,0,1,0,0.0,0,1
2022,19.0,1,101,1,0,145,2,3,0.0,1,2,1,1,0,0,2,1,1,1.0,1,0,0,0.0,0,1
2022,19.0,1,150,1,0,185,2,4,0.0,1,0,0,1,0,0,1,0,1,2.0,0,0,0,0.0,0,1
2022,19.0,1,146,1,0,100,3,4,0.0,1,0,0,1,0,0,4,1,3,2.0,0,0,0,0.0,0,1
2022,19.0,1,133,1,0,40,4,2,0.0,1,0,1,1,0,0,2,1,3,3.0,0,0,1,0.0,0,0
2022,19.0,1,123,1,0,2,4,4,0.0,1,0,0,2,1,1,3,1,3,2.0,0,0,1,0.0,0,1
2022,19.0,2,100,1,0,99,5,2,0.0,0,0,0,1,0,0,1,1,3,1.0,0,1,0,0.0,0,1
2022,19.0,1,220,1,0,26,3,4,0.0,0,0,0,1,1,3,3,0,0,2.0,0,0,0,0.0,0,1
2022,19.0,1,118,1,0,161,2,2,0.0,1,0,1,1,0,0,0,0,0,2.0,1,0,1,0.0,0,0
2022,19.0,1,58,1,0,21,1,0,0.0,0,2,0,0,0,0,1,0,0,4.0,1,0,1,0.0,0,1
2022,19.0,2,98,1,0,29,1,0,0.0,1,0,0,1,1,3,2,1,3,1.0,0,0,1,0.0,0,0
2022,19.0,1,121,1,0,21,1,0,0.0,1,2,0,2,1,3,1,0,0,1.0,1,0,0,0.0,0,1
2022,19.0,1,81,1,0,131,4,4,0.0,1,0,0,1,0,0,4,1,1,3.0,0,0,0,0.0,0,1
2022,19.0,1,181,2,1,145,2,4,0.0,1,2,1,1,0,0,1,1,1,2.0,0,0,0,0.0,0,1
2022,19.0,1,58,1,0,12,4,4,0.0,1,0,0,1,0,0,2,1,1,2.0,0,0,1,0.0,0,1
2022,19.0,2,54,2,1,12,0,0,0.0,1,0,1,1,1,3,1,0,0,2.0,1,0,0,0.0,0,1
2022,19.0,1,176,1,0,91,4,4,0.0,0,0,1,3,1,3,2,0,0,1.0,0,1,0,0.0,0,1
2022,19.0,1,169,1,0,3,5,4,0.0,1,2,0,1,0,0,1,1,3,2.0,0,0,0,0.0,0,1
2022,19.0,1,125,1,0,145,3,4,0.0,1,2,1,0,0,0,3,1,2,1.0,0,0,1,0.0,0,1
2022,19.0,1,94,1,0,35,4,4,0.0,1,0,0,0,0,0,1,0,0,4.0,0,1,0,0.0,0,1
2022,19.0,1,8,2,1,3,1,0,0.0,1,2,0,1,0,0,1,0,0,2.0,1,0,0,0.0,0,1
2022,19.0,1,72,1,0,221,2,4,0.0,0,2,0,1,0,0,1,1,3,0.0,1,0,0,0.0,0,1
2022,19.0,1,125,1,0,57,3,4,0.0,1,2,0,1,0,0,1,1,3,1.0,0,0,1,0.0,0,1
2022,19.0,1,19,2,1,48,2,2,0.0,1,2,0,4,0,0,4,1,3,2.0,1,0,1,0.0,0,1
2022,19.0,1,81,1,0,40,3,4,0.0,1,0,0,1,0,0,3,1,3,1.0,1,0,0,0.0,0,1
2022,19.0,1,109,1,0,218,4,3,0.0,1,2,0,5,1,2,4,1,3,2.0,0,0,0,0.0,0,1
2022,19.0,1,91,1,0,44,3,5,0.0,1,1,1,1,0,0,1,0,0,4.0,0,0,0,0.0,0,0
2022,19.0,1,81,1,0,80,1,0,0.0,1,2,0,3,0,0,4,1,3,1.0,1,0,0,0.0,0,1
2022,19.0,1,19,2,1,126,1,4,0.0,1,1,1,1,1,1,1,0,0,1.0,0,0,0,0.0,0,1
2022,19.0,1,171,1,0,307,4,4,0.0,1,3,0,1,0,0,2,0,0,2.0,0,0,0,0.0,1,0
2022,19.0,1,136,1,0,26,2,4,0.0,1,0,1,2,0,0,3,1,3,1.0,0,0,0,0.0,0,1
2022,19.0,1,165,1,0,133,4,4,0.0,1,2,0,3,1,3,3,1,3,0.0,0,1,0,0.0,0,1
2022,19.0,1,81,1,0,0,2,2,0.0,1,2,0,2,0,0,3,1,1,1.0,0,1,0,0.0,0,0
2022,19.0,1,90,2,1,64,2,2,0.0,1,2,0,4,0,0,4,0,0,4.0,1,0,1,0.0,0,1
2022,19.0,2,80,1,0,3,3,3,0.0,1,2,1,1,0,0,3,0,0,2.0,0,0,1,0.0,0,1
2022,19.0,1,54,2,1,21,1,0,0.0,1,2,0,3,0,0,4,1,1,2.0,1,0,0,0.0,1,1
2022,19.0,1,169,1,0,3,4,4,0.0,1,2,0,3,1,2,1,0,0,2.0,0,1,0,0.0,0,1
2022,19.0,2,91,1,0,9,2,1,0.0,1,2,0,1,0,0,5,1,2,4.0,0,1,0,0.0,0,1
2022,19.0,1,128,1,0,161,3,4,0.0,1,0,1,1,0,0,1,0,0,4.0,0,0,1,0.0,0,1
2022,19.0,2,186,1,0,57,3,4,0.0,0,2,1,0,0,0,1,0,0,4.0,0,0,0,0.0,0,1
2022,19.0,1,176,1,0,48,4,3,0.0,0,2,1,3,0,0,3,1,3,1.0,0,0,1,0.0,0,0
2022,19.0,2,169,1,0,3,4,2,0.0,0,2,0,3,0,0,3,1,1,3.0,0,1,0,0.0,0,1
2022,19.0,2,108,1,0,4,4,4,0.0,1,2,0,1,0,0,4,1,2,3.0,1,0,0,0.0,0,0
2022,19.0,2,150,1,0,181,2,3,0.0,1,0,1,2,0,0,3,1,1,1.0,0,0,0,0.0,1,1
2022,19.0,1,103,1,0,19,2,2,0.0,1,3,1,3,0,0,1,0,0,2.0,1,0,0,0.0,0,1
2022,19.0,1,93,1,0,33,4,3,0.0,1,1,0,1,0,0,2,0,0,4.0,0,0,1,0.0,0,0
2022,19.0,2,60,1,0,3,2,2,0.0,1,2,0,2,0,0,3,1,1,1.0,0,0,1,0.0,0,1
2022,19.0,1,121,1,0,55,4,2,0.0,1,2,1,1,0,0,1,1,3,2.0,0,0,0,0.0,0,1
2022,19.0,1,106,1,0,100,2,2,0.0,1,1,0,0,0,0,1,0,0,4.0,0,0,0,0.0,1,0
2022,19.0,1,119,1,0,81,3,4,0.0,1,0,0,3,0,0,2,1,1,2.0,0,0,1,0.0,0,1
2022,19.0,1,121,1,0,101,2,3,0.0,1,2,0,3,0,0,2,1,1,2.0,1,0,0,0.0,0,1
2022,19.0,1,86,1,0,90,3,4,0.0,0,2,0,1,0,0,4,1,2,1.0,0,1,0,0.0,0,1
2022,19.0,2,121,1,0,76,1,0,0.0,1,2,0,1,0,0,2,1,2,1.0,0,0,0,0.0,0,1
2022,19.0,1,128,1,0,3,4,2,0.0,0,2,1,3,0,0,3,0,0,3.0,1,0,0,0.0,0,1
2022,19.0,1,35,2,1,15,4,4,0.0,0,0,1,3,0,0,4,0,0,0.0,0,0,0,0.0,0,1
2022,19.0,2,208,1,0,3,2,1,0.0,0,2,0,3,0,0,2,0,0,2.0,0,0,1,0.0,0,1
2022,19.0,2,98,1,0,11,3,3,0.0,1,0,1,2,1,1,3,1,1,1.0,0,0,1,0.0,0,1
2022,18.0,2,86,1,0,115,5,2,0.0,0,2,0,3,1,3,3,1,3,1.0,0,1,0,0.0,1,0
2022,18.0,2,92,2,1,3,4,3,0.0,1,2,0,3,0,0,4,1,3,1.0,1,0,0,0.0,0,1
2022,18.0,2,128,1,0,55,2,2,0.0,1,2,0,3,0,0,3,1,2,1.0,0,0,1,0.0,0,0
2022,18.0,1,98,1,0,12,4,3,0.0,0,0,0,1,0,0,1,1,3,1.0,0,0,1,0.0,0,1
2022,18.0,2,101,1,0,41,3,2,0.0,1,1,0,0,0,0,2,0,0,1.0,0,0,1,0.0,0,0
2022,18.0,1,128,1,0,169,3,3,0.0,1,3,0,1,0,0,1,0,0,3.0,0,0,0,0.0,0,1
2022,18.0,1,250,1,0,33,2,4,0.0,1,1,0,0,0,0,1,0,0,4.0,1,0,0,0.0,0,0
2022,18.0,2,193,2,1,93,2,4,0.0,1,2,1,4,0,0,4,1,2,1.0,0,0,0,0.0,0,1
2022,18.0,2,163,1,0,124,3,4,0.0,1,1,1,1,0,0,1,0,0,4.0,0,0,0,0.0,0,0
2022,18.0,2,73,1,0,250,3,4,0.0,1,0,1,3,0,0,1,0,0,1.0,0,1,0,0.0,0,1
2022,18.0,1,163,1,0,81,2,4,0.0,1,1,0,1,0,0,1,1,1,2.0,0,0,1,0.0,0,0
2022,18.0,2,151,1,0,0,2,2,0.0,1,1,0,2,0,0,3,1,3,3.0,1,0,0,0.0,1,0
2022,18.0,2,129,1,0,199,3,4,0.0,1,0,0,1,0,0,1,1,1,1.0,0,1,0,0.0,0,1
2022,18.0,2,159,1,0,57,3,4,0.0,1,2,0,1,0,0,1,0,0,4.0,0,1,0,0.0,0,0
2022,18.0,2,134,1,0,0,2,2,0.0,1,0,1,0,0,0,1,0,0,4.0,0,0,0,0.0,0,0
2022,18.0,1,100,1,0,41,2,2,0.0,1,1,1,1,0,0,2,1,3,1.0,0,1,0,0.0,0,1
2022,18.0,2,223,1,0,144,4,4,0.0,1,2,0,0,0,0,1,1,1,3.0,0,0,0,0.0,0,1
2022,18.0,1,71,1,0,57,2,4,0.0,1,2,0,3,1,3,3,1,2,2.0,0,0,0,0.0,0,0
2022,18.0,2,231,1,0,72,3,4,0.0,1,2,0,3,0,0,4,0,0,1.0,0,1,0,0.0,0,1
2022,18.0,2,168,1,0,41,4,2,0.0,1,1,1,1,0,0,0,0,0,1.0,0,0,1,0.0,0,0
2022,18.0,1,152,1,0,113,4,4,0.0,1,0,1,0,0,0,0,0,0,4.0,0,1,0,0.0,0,0
2022,18.0,2,107,1,0,33,3,4,0.0,1,0,1,1,0,0,1,0,0,3.0,0,0,1,0.0,0,0
2022,18.0,2,94,1,0,53,3,4,0.0,1,1,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,1
2022,18.0,1,138,1,0,15,4,4,0.0,1,0,0,2,0,0,4,1,2,2.0,0,0,1,0.0,0,0
2022,18.0,2,166,1,0,57,4,4,0.0,1,2,0,1,0,0,1,1,1,2.0,0,1,0,0.0,0,0
2022,18.0,1,189,1,0,64,2,2,0.0,1,2,0,0,1,1,0,1,1,4.0,1,0,0,0.0,0,0
2022,18.0,1,16,2,1,91,2,4,0.0,1,1,0,3,0,0,1,1,2,2.0,0,0,0,0.0,0,0
2022,18.0,2,176,1,0,9,1,0,0.0,1,2,0,1,0,0,4,1,3,3.0,1,0,0,0.0,0,1
2022,18.0,2,152,1,0,199,4,4,0.0,1,0,1,1,0,0,3,0,0,1.0,0,1,0,0.0,0,0
2022,18.0,2,119,1,0,44,4,4,0.0,1,1,1,1,0,0,1,0,0,1.0,0,0,0,0.0,0,1
2022,18.0,2,122,1,0,113,3,4,0.0,1,0,0,0,0,0,1,0,0,4.0,0,1,0,0.0,0,0
2022,18.0,2,119,1,0,26,2,2,0.0,1,0,0,0,0,0,1,0,0,4.0,0,1,0,0.0,0,1
2022,18.0,1,120,1,0,161,3,4,0.0,1,0,1,0,0,0,2,1,3,3.0,0,0,0,0.0,0,0
2022,18.0,1,107,1,0,74,2,3,0.0,1,1,0,2,0,0,3,1,3,0.0,0,0,1,0.0,0,1
2022,18.0,1,66,1,0,12,2,4,0.0,0,0,1,1,0,0,2,1,2,0.0,0,0,0,0.0,0,1
2022,18.0,1,145,1,0,0,2,4,0.0,1,0,1,1,0,0,1,0,0,2.0,1,0,0,0.0,0,1
2022,18.0,1,144,1,0,91,2,3,0.0,1,2,1,0,0,0,1,0,0,4.0,1,0,0,0.0,0,0
2022,18.0,2,126,1,0,69,2,2,0.0,1,1,0,1,1,2,1,0,0,4.0,0,0,0,0.0,0,0
2022,18.0,1,101,1,0,0,2,4,0.0,1,2,0,1,0,0,1,0,0,2.0,0,0,1,0.0,0,0
2022,18.0,2,145,1,0,0,2,4,0.0,0,2,0,3,1,3,2,1,3,0.0,0,0,0,0.0,0,1
2022,18.0,2,149,1,0,74,2,3,0.0,1,1,1,0,0,0,1,0,0,4.0,1,0,0,0.0,0,1
2022,18.0,2,228,1,0,134,3,2,0.0,0,0,0,1,0,0,1,0,0,2.0,1,0,0,0.0,1,1
2022,18.0,1,194,1,0,91,3,4,0.0,1,0,1,0,0,0,1,1,1,3.0,0,0,1,0.0,0,0
2022,18.0,1,152,1,0,110,2,4,0.0,1,1,1,0,0,0,1,1,3,3.0,1,0,0,0.0,0,1
2022,18.0,1,194,1,0,91,2,4,0.0,1,0,1,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0
2022,18.0,2,194,1,0,74,2,2,0.0,1,1,1,0,0,0,0,0,0,2.0,0,1,0,0.0,0,0
2022,18.0,1,194,1,0,91,3,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,18.0,1,159,1,0,45,3,4,0.0,1,2,0,1,0,0,3,1,2,4.0,1,0,0,0.0,0,1
2022,18.0,1,72,1,0,63,2,4,0.0,1,0,0,0,0,0,1,0,0,4.0,0,0,0,0.0,0,0
2022,18.0,2,97,1,0,119,3,2,0.0,1,2,0,1,0,0,2,0,0,1.0,0,1,0,0.0,1,0
2022,18.0,1,243,1,0,145,2,4,0.0,1,2,1,0,0,0,2,0,0,4.0,0,0,1,0.0,0,0
2022,18.0,1,108,1,0,57,3,4,0.0,1,2,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,18.0,2,129,1,0,206,3,3,0.0,1,1,0,0,0,0,1,1,3,1.0,0,0,1,0.0,0,0
2022,18.0,1,149,1,0,12,2,4,0.0,1,0,0,1,0,0,1,1,2,3.0,1,0,0,0.0,0,1
2022,18.0,1,150,1,0,0,4,4,0.0,1,0,1,3,0,0,2,0,0,2.0,1,0,0,0.0,0,1
2022,18.0,2,121,1,0,66,3,4,0.0,1,2,0,1,0,0,4,1,2,2.0,0,0,0,0.0,0,1
2022,18.0,2,170,1,0,113,3,4,0.0,1,0,0,1,0,0,1,0,0,0.0,1,0,0,0.0,0,1
2022,18.0,2,97,1,0,34,2,2,0.0,0,2,0,4,0,0,4,0,0,0.0,1,0,0,0.0,1,1
2022,18.0,2,85,1,0,104,3,2,0.0,1,2,1,0,0,0,1,0,0,0.0,0,0,1,0.0,1,0
2022,18.0,1,123,1,0,281,4,3,0.0,1,0,1,2,0,0,5,1,3,1.0,0,1,0,0.0,0,1
2022,18.0,1,81,1,0,9,3,4,0.0,1,2,0,3,0,0,2,0,0,2.0,0,0,0,0.0,0,1
2022,18.0,2,236,1,0,67,2,4,0.0,1,3,0,1,0,0,1,1,3,2.0,0,0,0,0.0,0,1
2022,18.0,1,117,1,0,302,2,3,0.0,1,2,0,1,1,3,2,1,3,2.0,0,0,0,0.0,0,1
2022,18.0,1,111,1,0,0,2,3,0.0,1,0,1,2,0,0,3,0,0,3.0,0,0,1,0.0,0,1
2022,18.0,2,133,1,0,21,2,3,0.0,1,2,1,0,0,0,2,0,0,3.0,0,1,0,0.0,0,0
2022,18.0,1,106,1,0,0,2,3,0.0,1,2,0,1,0,0,1,1,1,4.0,1,0,0,0.0,0,0
2022,18.0,2,121,1,0,203,1,3,0.0,1,2,0,3,0,0,2,1,3,1.0,1,0,0,0.0,0,1
2022,18.0,1,136,1,0,35,1,0,0.0,1,0,0,1,0,0,3,0,0,1.0,0,0,0,0.0,0,1
2022,18.0,2,58,1,0,93,1,0,0.0,1,2,0,0,0,0,3,1,2,2.0,0,1,0,0.0,0,0
2022,18.0,2,200,1,0,31,4,2,0.0,1,2,0,2,1,3,2,1,3,1.0,0,0,1,0.0,0,0
2022,18.0,1,149,1,0,4,2,4,0.0,1,2,0,1,0,0,2,0,0,3.0,0,0,0,0.0,0,1
2022,18.0,1,138,1,0,100,4,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,18.0,1,246,1,0,47,4,4,0.0,1,0,0,1,0,0,1,1,2,4.0,0,0,1,0.0,0,0
2022,18.0,1,138,1,0,100,4,4,0.0,1,0,1,1,0,0,1,0,0,2.0,0,0,1,0.0,0,0
2022,18.0,2,37,2,1,10,2,2,0.0,1,2,0,3,0,0,4,1,2,1.0,1,0,0,0.0,1,1
2022,18.0,2,149,1,0,37,3,2,0.0,1,2,0,2,0,0,4,0,0,1.0,1,0,0,0.0,1,1
2022,18.0,1,64,1,0,115,4,3,0.0,0,2,0,3,0,0,5,1,2,2.0,0,0,1,0.0,0,1
2022,18.0,1,132,1,0,33,3,4,0.0,1,1,1,0,0,0,1,0,0,4.0,0,0,1,0.0,0,0
2022,18.0,2,191,1,0,48,3,4,0.0,1,2,0,2,1,3,2,0,0,2.0,0,1,0,0.0,0,1
2022,18.0,1,165,1,0,64,4,3,0.0,0,2,0,4,1,1,2,1,3,1.0,0,0,1,0.0,0,1
2022,18.0,2,113,1,0,79,3,5,0.0,1,0,1,1,0,0,2,1,1,2.0,0,0,0,0.0,0,0
2022,18.0,2,129,1,0,8,2,3,0.0,1,0,1,1,0,0,1,1,3,4.0,0,0,0,0.0,0,0
2022,18.0,2,101,1,0,3,4,4,0.0,1,2,0,3,0,0,4,1,2,1.0,0,1,0,0.0,0,1
2022,18.0,2,21,2,1,93,3,2,0.0,0,2,0,2,0,0,4,1,3,4.0,1,0,1,0.0,0,1
2022,18.0,1,182,2,1,15,2,3,0.0,0,0,0,3,1,3,3,0,0,2.0,0,0,1,0.0,0,1
2022,18.0,1,20,2,1,75,1,0,0.0,0,2,0,4,1,1,3,1,1,1.0,0,0,0,0.0,0,1
2022,18.0,2,125,1,0,93,3,3,0.0,1,2,1,1,0,0,2,1,3,2.0,0,0,1,0.0,0,0
2022,18.0,1,196,1,0,12,3,4,0.0,1,0,1,1,0,0,2,1,1,1.0,1,0,0,0.0,0,1
2022,18.0,1,154,1,0,21,2,3,0.0,1,2,1,0,1,3,1,0,0,4.0,1,0,0,0.0,0,0
2022,18.0,1,220,1,0,21,2,4,0.0,1,2,0,1,1,3,1,1,3,1.0,0,0,1,0.0,0,0
2022,18.0,2,4,1,0,9,3,3,0.0,0,2,1,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0
2022,18.0,1,140,1,0,3,2,4,0.0,1,2,0,4,0,0,5,1,2,2.0,1,0,0,0.0,0,1
2022,18.0,2,171,1,0,31,4,4,0.0,1,2,0,2,0,0,3,0,0,2.0,0,1,0,0.0,0,1
2022,18.0,1,98,1,0,75,4,4,0.0,1,2,0,1,0,0,2,0,0,1.0,1,0,0,0.0,0,1
2022,18.0,2,218,2,1,8,2,4,0.0,0,0,1,0,0,0,0,1,3,4.0,0,1,0,0.0,0,0
2022,18.0,1,125,1,0,99,4,4,0.0,1,0,0,3,0,0,3,1,3,1.0,1,0,0,0.0,0,1
2022,18.0,1,98,1,0,12,2,4,0.0,1,0,1,1,0,0,1,0,0,1.0,1,0,0,0.0,0,1
2022,18.0,1,120,1,0,72,2,4,0.0,1,1,1,1,0,0,2,1,3,2.0,0,1,0,0.0,0,0
2022,18.0,1,194,1,0,191,3,4,0.0,1,0,0,0,0,0,1,1,1,2.0,0,0,1,0.0,0,0
2022,18.0,2,133,1,0,0,2,4,0.0,0,2,0,4,0,0,1,0,0,3.0,0,1,0,0.0,0,1
2022,18.0,1,104,1,0,33,3,3,0.0,1,1,1,0,0,0,1,1,1,4.0,0,0,0,0.0,0,1
2022,18.0,1,146,1,0,100,2,4,0.0,1,0,0,2,0,0,1,1,1,3.0,1,0,0,0.0,0,1
2022,18.0,1,149,1,0,40,4,4,0.0,1,0,0,3,0,0,2,1,1,4.0,1,0,0,0.0,0,1
2022,18.0,1,98,1,0,40,4,4,0.0,1,0,1,1,0,0,2,0,0,2.0,1,0,0,0.0,0,1
2022,18.0,2,208,1,0,108,3,4,0.0,1,0,0,4,1,1,4,1,2,0.0,0,0,1,0.0,0,1
2022,18.0,1,28,2,1,21,3,4,0.0,0,2,0,2,1,3,2,1,3,0.0,1,0,0,0.0,0,1
2022,18.0,1,72,1,0,55,3,2,0.0,1,2,0,0,0,0,1,1,3,2.0,0,0,1,0.0,0,1
2022,18.0,1,188,2,0,15,4,4,0.0,0,0,0,4,1,2,3,1,2,3.0,0,0,1,0.0,0,0
2022,18.0,2,85,1,0,40,4,2,0.0,0,0,0,3,0,0,3,0,0,1.0,1,0,0,0.0,1,1
2022,18.0,1,81,1,0,13,4,3,0.0,1,0,0,2,1,3,1,0,0,2.0,0,0,0,0.0,0,1
2022,18.0,1,31,2,0,55,2,3,0.0,0,2,0,5,1,3,5,1,2,0.0,0,0,1,0.0,0,1
2022,18.0,2,70,1,0,31,4,4,0.0,0,2,0,4,1,2,4,0,0,1.0,0,0,0,0.0,0,1
2022,18.0,2,102,1,0,10,3,2,0.0,0,2,0,3,0,0,4,1,2,2.0,0,0,1,0.0,0,0
2022,18.0,1,171,1,0,54,5,4,0.0,0,2,0,1,1,3,1,1,3,1.0,0,0,0,0.0,0,0
2022,18.0,2,89,1,0,17,1,0,0.0,1,2,0,3,0,0,5,1,3,2.0,1,0,0,0.0,0,1
2022,18.0,2,128,1,0,10,3,2,0.0,1,2,0,0,0,0,1,0,0,4.0,1,0,0,0.0,1,1
2022,18.0,1,146,1,0,2,1,4,0.0,1,0,0,1,0,0,3,0,0,1.0,0,0,0,0.0,0,1
2022,18.0,1,64,1,0,40,2,3,0.0,1,0,1,1,0,0,1,0,0,2.0,1,0,0,0.0,0,0
2022,18.0,2,8,2,1,3,2,2,0.0,0,2,0,4,0,0,4,1,3,2.0,1,0,0,0.0,1,1
2022,18.0,1,91,1,0,2,5,4,0.0,1,0,0,1,0,0,2,1,3,4.0,1,0,0,0.0,0,1
2022,18.0,1,122,1,0,19,3,3,0.0,1,3,0,2,0,0,1,1,2,2.0,0,0,0,0.0,1,1
2022,18.0,2,76,2,1,3,1,3,0.0,1,2,0,3,1,3,3,1,3,0.0,1,0,0,0.0,0,1
2022,18.0,1,123,1,0,42,4,4,0.0,1,1,0,1,1,3,1,1,3,2.0,0,0,1,0.0,0,0
2022,18.0,1,139,1,0,29,4,4,0.0,1,0,1,0,0,0,1,0,0,4.0,1,0,0,0.0,0,1
2022,18.0,1,228,1,0,57,3,4,0.0,1,2,1,4,0,0,4,1,2,2.0,0,0,1,0.0,0,0
2022,18.0,1,19,2,1,177,4,3,0.0,0,1,0,1,0,0,3,0,0,1.0,0,0,0,0.0,0,1
2022,18.0,1,166,1,0,10,4,3,0.0,0,2,0,3,0,0,3,1,2,1.0,0,0,1,0.0,0,1
2022,18.0,1,58,1,0,2,3,3,0.0,1,0,1,1,0,0,1,1,3,2.0,0,0,1,0.0,0,1
2022,18.0,1,251,2,1,106,3,2,0.0,1,2,1,2,1,3,2,0,0,1.0,0,0,1,0.0,0,1
2022,18.0,2,58,1,0,35,4,3,0.0,1,0,1,1,0,0,2,1,3,2.0,0,0,1,0.0,0,0
2022,18.0,1,125,1,0,19,3,4,0.0,1,3,1,1,0,0,1,0,0,4.0,0,0,0,0.0,0,1
2022,18.0,1,100,1,0,74,4,2,0.0,1,1,0,1,1,1,1,0,0,3.0,0,0,0,0.0,0,1
